n,relevance,seniority,note,title,firm,location,department,url,ats,token,job_id
459,rejected,unknown,Spacecraft guidance control; not financial markets,GNC Engineer,radical.vc,"Mountain View, CA or Remote",Mission Engineering,https://job-boards.greenhouse.io/muonspace/jobs/5152220007,greenhouse,muonspace,5152220007
460,rejected,unknown,Insurance broker; not financial markets,Property & Casualty Broker,bridgespecialtygroup.com,"Morristown, NJ, USA",,https://bbinsurance.wd1.myworkdayjobs.com/en-US/BSGCareers/job/Morristown-NJ-USA/Commercial-Lines-P-C-Broker_R26_0000001600,workday,bbinsurance|wd1|BSGCareers,/job/Morristown-NJ-USA/Commercial-Lines-P-C-Broker_R26_0000001600
461,rejected,unknown,Autonomous vehicle AI/ML; not financial markets,"Staff ML Engineer, Gaia ",firstminute.capital,London,"Simulation, Evaluation, Validation",https://wayve.firststage.co/jobs?gh_jid=8610095002,greenhouse,wayve,8610095002
462,adjacent,unknown,Credit fund client operations; banking ops not research,Client Associate/Registered Client Associate,rbcbluebay.com,"Lancaster, Pennsylvania, United States of America",,https://rbc.wd3.myworkdayjobs.com/en-US/RBCGLOBAL1/job/Lancaster-Pennsylvania-United-States-of-America/Client-Associate-Registered-Client-Associate_R-0000180385,workday,rbc|wd3|RBCGLOBAL1,/job/Lancaster-Pennsylvania-United-States-of-America/Client-Associate-Registered-Client-Associate_R-0000180385
463,rejected,unknown,Open source security sales; not financial markets,Enterprise Account Executive - Central / Midwest,alphapartners.com,Illinois - Remote,Sales,https://job-boards.greenhouse.io/chainguard/jobs/4704055006,greenhouse,chainguard,4704055006
464,rejected,unknown,Resource industries support; insufficient detail,Resource Industries Support Representative,sime.com,3 Locations,,https://simedarby.wd3.myworkdayjobs.com/en-US/SimeCareerSite/job/Australia--CQ--Rockhampton-Branch/Resource-Industries-Support-Representative_JR120527-1,workday,simedarby|wd3|SimeCareerSite,/job/Australia--CQ--Rockhampton-Branch/Resource-Industries-Support-Representative_JR120527-1
465,rejected,unknown,Multifamily leasing professional; not financial markets,"Leasing Professional - Lease Up, Dallas Area",kairoi.com,"Dallas Area - Dallas, TX, Dallas, United States",Operations - Community,https://careers.kairoi.com/jobs/653731-leasing-professional-lease-up-dallas-area,teamtailor,careers.kairoi.com,c29421bb-8a28-4dca-88bf-b94ef3b15853
466,rejected,unknown,Event venue box office; not financial markets,Box Office Crew at Credit Union 1 Amphitheatre- Tinley Park,universe.com,"Tinley Park, IL, USA",,https://livenation.wd503.myworkdayjobs.com/en-US/LNExternalSite/job/Tinley-Park-IL-USA/Box-Office-Crew-at-Credit-Union-1-Amphitheatre--Tinley-Park_JR-86109,workday,livenation|wd503|LNExternalSite,/job/Tinley-Park-IL-USA/Box-Office-Crew-at-Credit-Union-1-Amphitheatre--Tinley-Park_JR-86109
467,rejected,unknown,Customer service representative; not financial markets,Customer Service Representative,guildgaragegroup.com,"Garage Door Doctor - Indianapolis, IN",Customer Service,https://job-boards.greenhouse.io/guildgaragegroup/jobs/4230357009,greenhouse,guildgaragegroup,4230357009
468,rejected,unknown,Concentrix position; insufficient detail,BP Clark 2025,concentrix.com,2 Locations,,https://cnx.wd1.myworkdayjobs.com/en-US/external_global/job/PHL-Clark/BP-Clark-2025_R1559090-32,workday,cnx|wd1|external_global,/job/PHL-Clark/BP-Clark-2025_R1559090-32
469,adjacent,unknown,Banking platform data integration; IT ops not research,Software Engineer for Data Integrations,swedbank.com,"Vilnius, Lithuania, Rīga, Latvia, Stockholm Region, Sundbyberg, Sweden",IT and data,https://jobs.swedbank.com/jobs/26965-software-engineer-for-data-integrations,teamtailor,jobs.swedbank.com,351d93be-45f3-4800-b126-f17634faab10
470,rejected,unknown,Accounting audit staff; not financial markets,August 2028 Audit Staff - Charlotte,herbein.com,"Charlotte, NC",,https://cbh.wd12.myworkdayjobs.com/en-US/CherryBekaertEarlyCareers/job/Charlotte-NC/August-2028-Audit-Staff---Charlotte_JR100908-2,workday,cbh|wd12|CherryBekaertEarlyCareers,/job/Charlotte-NC/August-2028-Audit-Staff---Charlotte_JR100908-2
471,rejected,senior_6_10,Marketing platform security; not financial markets,Senior Cloud Security Engineer,645ventures.com,"Atlanta, Georgia; Austin, Texas; Boston, Massachusetts; Chicago, Illinois; Denver, Colorado; New York, New York; REMOTE - US; San Francisco, California",People & Technology Enablement,https://job-boards.greenhouse.io/iterable/jobs/8093074,greenhouse,iterable,8093074
472,rejected,unknown,HR administration; not financial markets,HR Administrator,markel.com,Leeds - UK,,https://markelcorp.wd5.myworkdayjobs.com/en-US/GlobalCareers/job/Leeds---UK/HR-Administrator_R0023400,workday,markelcorp|wd5|GlobalCareers,/job/Leeds---UK/HR-Administrator_R0023400
473,adjacent,unknown,Challenger bank onboarding; banking ops not research,FCP Onboarding Specialist (Business Onboarding),lunar.app,"Stockholm, Sweden, Stockholm, Sweden",FCP,https://jobs.lunar.app/jobs/7948183-fcp-onboarding-specialist-business-onboarding,teamtailor,jobs.lunar.app,49741159-b2d6-495b-9dec-84930a8ce255
474,rejected,new_grad,Insurance agency early career; not research,Insurance Agency Associate - Early Career Program,marshmma.com,2 Locations,,https://mmc.wd1.myworkdayjobs.com/en-US/MMC/job/Chesterfield---Maryville/Insurance-Agency-Associate---Early-Career-Program_R_359204,workday,mmc|wd1|MMC,/job/Chesterfield---Maryville/Insurance-Agency-Associate---Early-Career-Program_R_359204
475,rejected,unknown,Language learning AI; not financial markets,AI Product Engineer,openai.fund,San Francisco,Engineering,https://jobs.ashbyhq.com/speak/e91eb4bc-93bf-4e3a-b7c9-4a2f506df43f,ashby,speak,e91eb4bc-93bf-4e3a-b7c9-4a2f506df43f
476,rejected,unknown,Environmental health safety; not financial markets,"Environmental Health & Safety Specialist, Professional II",zebra.com,2 Locations,,https://zebra.wd501.myworkdayjobs.com/en-US/Zebra_careers/job/Flowery-Branch-Georgia/Environmental-Health---Safety-Specialist--Professional-II_JR102640,workday,zebra|wd501|Zebra_careers,/job/Flowery-Branch-Georgia/Environmental-Health---Safety-Specialist--Professional-II_JR102640
477,rejected,unknown,Manufacturing assembly technician; not financial markets,Electromechanical Assembly Technician,cantos.vc,Austin,Engineering,https://jobs.ashbyhq.com/resurgent-industries/506ce017-efbd-4e40-8eaf-724166733704,ashby,resurgent-industries,506ce017-efbd-4e40-8eaf-724166733704
478,rejected,student_intern,Network security student role; not financial markets,Werkstudent im Bereich   Netzwerktechnik  / Network Security (m/f/d),carrier.com,"Viessmann IT Service GmbH, Viessmannstraße 1, 35107 Allendorf (Eder), Germany",,https://carrier.wd5.myworkdayjobs.com/en-US/jobs/job/Viessmann-IT-Service-GmbH-Viessmannstrae-1-35107-Allendorf-Eder-Germany/Werkstudent-im-Bereich---Netzwerktechnik----Network-Security--m-f-d-_30208290,workday,carrier|wd5|jobs,/job/Viessmann-IT-Service-GmbH-Viessmannstrae-1-35107-Allendorf-Eder-Germany/Werkstudent-im-Bereich---Netzwerktechnik----Network-Security--m-f-d-_30208290
479,adjacent,unknown,Financial services Slack admin; banking IT ops not research,Slack Administrator,mariner.com,United States,Platform,https://jobs.ashbyhq.com/mariner-careers/5bcdc1de-3bbc-4f5a-9544-75b70af71cbe,ashby,mariner-careers,5bcdc1de-3bbc-4f5a-9544-75b70af71cbe
480,rejected,student_intern,Tax audit staff; not financial markets,August 2028 Tax Staff - Denver,herbein.com,Denver,,https://cbh.wd12.myworkdayjobs.com/en-US/CherryBekaertEarlyCareers/job/Denver/August-2028-Tax-Staff---Denver_JR100954,workday,cbh|wd12|CherryBekaertEarlyCareers,/job/Denver/August-2028-Tax-Staff---Denver_JR100954
481,rejected,unknown,Insurance procurement; not research,Procurement Specialist,priceforbes.com,"Ardonagh Specialty, London, United Kingdom",Ardonagh Specialty - Facilities,https://ardonaghspeciality.teamtailor.com/jobs/8168027-procurement-specialist,teamtailor,ardonaghspeciality,9330745a-9f30-4125-94d9-878f9d480366
482,rejected,student_intern,Tax audit staff; not financial markets,January 2027 Tax Staff - Coral Gables,herbein.com,"Coral Gables, FL",,https://cbh.wd12.myworkdayjobs.com/en-US/CherryBekaertEarlyCareers/job/Coral-Gables-FL/January-2027-Tax-Staff---Coral-Gables_JR100570-1,workday,cbh|wd12|CherryBekaertEarlyCareers,/job/Coral-Gables-FL/January-2027-Tax-Staff---Coral-Gables_JR100570-1
483,rejected,unknown,Jewelry retail piercing; not financial markets,Retail Store Associate,palmersquare.com,"Larchmont, NY",Retail Store Associates,https://jobs.lever.co/heyrowan/4c370c28-5cbb-415e-9581-d8f2dc1fab5d,lever,heyrowan,4c370c28-5cbb-415e-9581-d8f2dc1fab5d
484,adjacent,unknown,Wealth trust administration; banking ops not research,GCM Client Administrator IV,wilmingtontrust.com,"Costa Mesa, CA",,https://mtb.wd5.myworkdayjobs.com/en-US/WTExternal/job/Costa-Mesa-CA/GCM-Client-Administrator-IV_R89152,workday,mtb|wd5|WTExternal,/job/Costa-Mesa-CA/GCM-Client-Administrator-IV_R89152
485,adjacent,unknown,Bank customer service advisor; banking service not research,Client Advisor Generalist,swedbank.com,"Stockholm Region, Sundbyberg, Sweden",Customer service and advice,https://jobs.swedbank.com/jobs/27562-client-advisor-generalist,teamtailor,jobs.swedbank.com,fedfa1d9-c149-4fde-9602-fd1dc0cffac6
486,rejected,student_intern,Tax audit staff; not financial markets,January 2027 Tax Staff - Indianapolis,herbein.com,"Indianapolis, IN",,https://cbh.wd12.myworkdayjobs.com/en-US/CherryBekaertEarlyCareers/job/Indianapolis-IN/January-2027-Tax-Staff---Indianapolis_JR100923-1,workday,cbh|wd12|CherryBekaertEarlyCareers,/job/Indianapolis-IN/January-2027-Tax-Staff---Indianapolis_JR100923-1
487,adjacent,junior_0_2,Bank IT support; banking ops not research,IT Support Engineer,nordiska.se,"Stockholm, Sweden",Tech,https://career.nordiska.com/jobs/7965692-it-support-engineer,teamtailor,career.nordiska.com,966fe420-34c4-4fe8-9f14-956f00f5487c
488,adjacent,unknown,Fintech business/financial controller; ops not research,Business Controller,befrank.nl,Amsterdam,,https://nngroup.wd3.myworkdayjobs.com/en-US/WDExternal/job/Amsterdam/Business-Controller_REQ2707734,workday,nngroup|wd3|WDExternal,/job/Amsterdam/Business-Controller_REQ2707734
489,relevant,junior_0_2,Quant research for trading; signals and models at hedge fund,"Quantitative Researcher, PhD ",aquatic.com,Chicago; New York,Research,https://job-boards.greenhouse.io/aquaticcapitalmanagement/jobs/8387685002,greenhouse,aquaticcapitalmanagement,8387685002
490,adjacent,unknown,Investment bank technical analysis; trading/risk ambiguous,Technical Analyst,bbh.com,Jersey City,,https://bbh.wd5.myworkdayjobs.com/en-US/BBH/job/Jersey-City/Technical-Analyst_72279-1,workday,bbh|wd5|BBH,/job/Jersey-City/Technical-Analyst_72279-1
491,rejected,new_grad,Fintech GTM entry-level; sales not research,GTM Associate,meow.com,New York City,GTM,https://jobs.ashbyhq.com/meow/d6a23f3e-d568-4d6d-9eb6-1773b288e1aa,ashby,meow,d6a23f3e-d568-4d6d-9eb6-1773b288e1aa
492,rejected,unknown,Aircraft structural engineering; not financial markets,MRB / Liaison Engineer (Design & Stress),airbus.com,"Kinston, NC",,https://ag.wd3.myworkdayjobs.com/en-US/Airbus/job/Kinston-NC/MRB---Liaison-Engineer--Design---Stress-_JR10422016,workday,ag|wd3|Airbus,/job/Kinston-NC/MRB---Liaison-Engineer--Design---Stress-_JR10422016
493,rejected,senior_6_10,Health insurance platform; not financial markets,"Senior Software Engineer, Full Stack (Claims)",morpheus.com,Remote,Engineering,https://job-boards.greenhouse.io/sidecarhealth/jobs/5990177004,greenhouse,sidecarhealth,5990177004
494,rejected,unknown,Tech company strategy analytics; not financial markets,"Business Strategy, Analytics",samsung.com,"6625 Excellence Way, Plano, TX, USA",,https://sec.wd3.myworkdayjobs.com/en-US/Samsung_Careers/job/6625-Excellence-Way-Plano-TX-USA/Business-Strategy--Analytics_R117946,workday,sec|wd3|Samsung_Careers,/job/6625-Excellence-Way-Plano-TX-USA/Business-Strategy--Analytics_R117946
495,rejected,student_intern,Accounting audit internship; not financial markets,Assurance Intern (January 2027),bpm.com,"San Francisco, CA",Interns - Assurance,https://jobs.lever.co/bpmcpa/c46ea6a9-6899-4b32-961e-3e51b83b94f5,lever,bpmcpa,c46ea6a9-6899-4b32-961e-3e51b83b94f5
496,rejected,unknown,Aircraft manufacturing support; not financial markets,Technical Shop Floor Support,airbus.com,"Kinston, NC",,https://ag.wd3.myworkdayjobs.com/en-US/Airbus/job/Kinston-NC/Technical-Shop-Floor-Support_JR10419522,workday,ag|wd3|Airbus,/job/Kinston-NC/Technical-Shop-Floor-Support_JR10419522
497,rejected,unknown,Jewelry retail piercing; not financial markets,Sales Associate,palmersquare.com,"Long Beach, CA",Retail Store Associates,https://jobs.lever.co/heyrowan/4b1e85cd-b644-4193-b01b-3a190bb6c141,lever,heyrowan,4b1e85cd-b644-4193-b01b-3a190bb6c141
498,rejected,unknown,Insurance sales consultant; not financial markets,Sales Consultant Associate- Maryland,unum.com,"Columbia, Maryland, USA",,https://unum.wd1.myworkdayjobs.com/en-US/External/job/Columbia-Maryland-USA/Sales-Consultant-Associate--Maryland_835128,workday,unum|wd1|External,/job/Columbia-Maryland-USA/Sales-Consultant-Associate--Maryland_835128
499,rejected,unknown,Aviation warehouse logistics; not financial markets,Warehouse Clerk,jetsupport.com,"Erlanger, KY",Warehouse,https://jobs.lever.co/jetsupport/70c8166c-5c73-43e8-a288-906b8704e8aa,lever,jetsupport,70c8166c-5c73-43e8-a288-906b8704e8aa
500,adjacent,new_grad,Economics consulting; research-oriented but not market-specific,NERA Consultant (New PhD – 2027 Grads) (Multiple Locations),marshmma.com,3 Locations,,https://mmc.wd1.myworkdayjobs.com/en-US/MMC/job/New-York---1166/NERA-Consultant--New-PhD---2027-Grads---Multiple-Locations-_R_361863-2,workday,mmc|wd1|MMC,/job/New-York---1166/NERA-Consultant--New-PhD---2027-Grads---Multiple-Locations-_R_361863-2
501,relevant,student_intern,PhD requirement; reader has graduated,Quantic - PhD Quantitative Researcher Intern (Summer 2027),walleyecapital.com,"Boston, MA",Quantic,https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4679184006,greenhouse,walleyecapital-external-students,4679184006
502,rejected,unknown,Reporting/analytics at asset manager; not research,Product Reporting Analyst (Multi-Asset),wellington.com,2 Locations,,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/Central-Singapore-Singapore/Product-Reporting-Analyst_R94586-1,workday,wellington|wd5|External,/job/Central-Singapore-Singapore/Product-Reporting-Analyst_R94586-1
503,rejected,junior_0_2,Sales/business development role,Business Development Representative (Strategic) - North America,theory.ventures,"San Francisco, CA",Marketing,https://jobs.ashbyhq.com/omni/94eb7870-a4d1-4c22-8ec0-f2be89b202d9,ashby,omni,94eb7870-a4d1-4c22-8ec0-f2be89b202d9
504,rejected,unknown,Carrier HVAC; not financial markets,Project Engineer,carrier.com,"Unit 901, 9/F, 8 Lam Chak Street, Kowloon Bay, Kowloon, Hong Kong",,https://carrier.wd5.myworkdayjobs.com/en-US/jobs/job/Unit-901-9F-8-Lam-Chak-Street-Kowloon-Bay-Kowloon-Hong-Kong/Project-Engineer_30215206,workday,carrier|wd5|jobs,/job/Unit-901-9F-8-Lam-Chak-Street-Kowloon-Bay-Kowloon-Hong-Kong/Project-Engineer_30215206
505,rejected,mid_3_5,Cybersecurity sales enterprise role,Enterprise Account Executive - South / TOLA,alphapartners.com,Texas - Remote,Sales,https://job-boards.greenhouse.io/chainguard/jobs/4702443006,greenhouse,chainguard,4702443006
506,rejected,unknown,Radio broadcasting; off-industry,Part Time Traffic & Weather Anchor,wheb.iheart.com,"Clearwater, FL: 13577 Feather Sound Dr, 6th Floor, 33762",,https://iheartmedia.wd5.myworkdayjobs.com/en-US/External_iHM/job/Clearwater-FL-13577-Feather-Sound-Dr-6th-Floor-33762/Part-Time-Traffic---Weather-Anchor_Req38401-3,workday,iheartmedia|wd5|External_iHM,/job/Clearwater-FL-13577-Feather-Sound-Dr-6th-Floor-33762/Part-Time-Traffic---Weather-Anchor_Req38401-3
507,rejected,junior_0_2,Construction management; off-industry,Construction Associate,griffisresidential.com,"Greenwood Village, Colorado, United States",Construction Management,https://griffisresidential.com/open-positions/?gh_jid=5080451008,greenhouse,griffisresidential,5080451008
508,rejected,unknown,Samsung equipment maintenance; off-market,Cleans  Equipment Engineer - Nights,samsung.com,"1530 FM 973 Taylor, TX, USA",,https://sec.wd3.myworkdayjobs.com/en-US/Samsung_Careers/job/1530-FM-973-Taylor-TX-USA/Cleans--Equipment-Engineer---Nights_R117839,workday,sec|wd3|Samsung_Careers,/job/1530-FM-973-Taylor-TX-USA/Cleans--Equipment-Engineer---Nights_R117839
509,rejected,unknown,Enterprise AI consulting; off-market,Forward Deployed Engineer,aifund.ai,"Mountain View, CA",AI Aspire,https://jobs.lever.co/AIFund/c5de2fed-fbe4-4ff2-97dc-3c4d79f471cc,lever,AIFund,c5de2fed-fbe4-4ff2-97dc-3c4d79f471cc
510,rejected,junior_0_2,Radio promotions; off-industry,Promotions Assistant,wheb.iheart.com,"Colorado Springs, CO: 5725 Mark Dabling Blvd, 80919",,https://iheartmedia.wd5.myworkdayjobs.com/en-US/External_iHM/job/Colorado-Springs-CO-5725-Mark-Dabling-Blvd-80919/Promotions-Assistant_Req35827-2,workday,iheartmedia|wd5|External_iHM,/job/Colorado-Springs-CO-5725-Mark-Dabling-Blvd-80919/Promotions-Assistant_Req35827-2
511,rejected,lead,Staff systems engineering; off-market,"Staff Software Engineer, Integrations Team ",cofounderscapital.com,"Remote, USA",Product & Technology,https://jobs.ashbyhq.com/second-nature/2b92ffd7-dd45-45db-8def-8b13d0281c36,ashby,second-nature,2b92ffd7-dd45-45db-8def-8b13d0281c36
512,rejected,unknown,Europcar rental; off-market,Support,europcar.com,,,https://europcar.wd103.myworkdayjobs.com/en-US/EuropcarCareerPage/job/Palma-de-Mallorca/Support_JR107966,workday,europcar|wd103|EuropcarCareerPage,/job/Palma-de-Mallorca/Support_JR107966
513,rejected,unknown,E-commerce food delivery; off-industry,Delivery Driver,insightpartners.com,"San Francisco, CA",Distribution,https://job-boards.greenhouse.io/misfitsmarket/jobs/5729370003,greenhouse,misfitsmarket,5729370003
514,adjacent,junior_0_2,Bank operations in Global Markets; not research,"Associate, Global Markets Documentation - Advisory and Contract Execution, Prime Brokerage Negotiation",td.com,"New York, New York",,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers/job/New-York-New-York/Associate--Global-Markets-Documentation---Advisory-and-Contract-Execution--Prime-Brokerage-Negotiation_R_1489143,workday,td|wd3|TD_Bank_Careers,/job/New-York-New-York/Associate--Global-Markets-Documentation---Advisory-and-Contract-Execution--Prime-Brokerage-Negotiation_R_1489143
515,rejected,mid_3_5,Cybersecurity sales enterprise,"Mid-Enterprise Account Executive, SoCal",horizon3.ai,"US, Remote",Sales,https://jobs.ashbyhq.com/horizon3ai/166486e0-48fe-4a9d-ab1c-8dd976f5e05e,ashby,horizon3ai,166486e0-48fe-4a9d-ab1c-8dd976f5e05e
516,rejected,junior_0_2,Radio promotions; off-industry,Promotion Events Support,wheb.iheart.com,"Atlanta, GA: 1255 Makers Way, Suite A, 30318",,https://iheartmedia.wd5.myworkdayjobs.com/en-US/External_iHM/job/Atlanta-GA-1255-Makers-Way-Suite-A-30318/Promotion-Events-Support_Req37786-5,workday,iheartmedia|wd5|External_iHM,/job/Atlanta-GA-1255-Makers-Way-Suite-A-30318/Promotion-Events-Support_Req37786-5
517,rejected,junior_0_2,Growth marketing platform engineering; off-market,"Software Engineer, Backend (Product)",clay.com,New York,Engineering,https://jobs.ashbyhq.com/claylabs/9aeacdb4-2364-40b8-935e-c561af931b5a,ashby,claylabs,9aeacdb4-2364-40b8-935e-c561af931b5a
518,rejected,mid_3_5,Airbus aerospace engineering,Cabin Retrofit Solutions Engineer II,airbus.com,"Mobile Area, AL",,https://ag.wd3.myworkdayjobs.com/en-US/Airbus/job/Mobile-Area-AL/Cabin-Retrofit-Solutions-Engineer-II_JR10429861,workday,ag|wd3|Airbus,/job/Mobile-Area-AL/Cabin-Retrofit-Solutions-Engineer-II_JR10429861
519,rejected,junior_0_2,Autonomous vehicle hardware; off-market,Engineering Technician,firstminute.capital,London,Hardware & Supply Chain,https://wayve.firststage.co/jobs?gh_jid=8600235002,greenhouse,wayve,8600235002
520,rejected,student_intern,Audit internship for 2028 graduate,August 2028 Audit Staff - Tampa,herbein.com,"Tampa, FL",,https://cbh.wd12.myworkdayjobs.com/en-US/CherryBekaertEarlyCareers/job/Tampa-FL/August-2028-Audit-Staff---Tampa_JR101034,workday,cbh|wd12|CherryBekaertEarlyCareers,/job/Tampa-FL/August-2028-Audit-Staff---Tampa_JR101034
521,rejected,junior_0_2,Retirement benefits processing; off-market,401k Benefits Processing Associate,humaninterest.com,"United States, Remote",Customer Success and Operations,https://job-boards.greenhouse.io/humaninterest/jobs/8115098,greenhouse,humaninterest,8115098
522,adjacent,mid_3_5,Retail broker role; unclear scope,Private Markets Specialist,cmcmarkets.com,London,,https://cmcmarkets.wd3.myworkdayjobs.com/en-US/CMC_Markets_Careers/job/London/Private-Markets-Specialist_CMC4653,workday,cmcmarkets|wd3|CMC_Markets_Careers,/job/London/Private-Markets-Specialist_CMC4653
523,rejected,mid_3_5,SaaS analytics enterprise sales; off-market,Mid-Market Account Executive ,theory.ventures,"San Francisco, CA",Sales,https://jobs.ashbyhq.com/omni/e9fabee1-1634-4922-b2ad-30adcc9e44d4,ashby,omni,e9fabee1-1634-4922-b2ad-30adcc9e44d4
524,rejected,unknown,Data center consulting; off-market,データセンター関連プロジェクト支援コンサルタント / Data Center Project Support Consultant,erm.com,2 Locations,,https://erm.wd3.myworkdayjobs.com/en-US/ERM_Careers/job/Tokyo-Japan/---Data-Center-Project-Support-Consultant_R00029094-2,workday,erm|wd3|ERM_Careers,/job/Tokyo-Japan/---Data-Center-Project-Support-Consultant_R00029094-2
525,rejected,unknown,Aerospace CNC manufacturing; off-market,Zerspanungsmechaniker / CNC-Fräser / CNC-Dreher (m/w/d),earlybird.com,"Parsdorf, Bavaria, Germany","Production, Operations & Quality",https://job-boards.eu.greenhouse.io/isaraerospace/jobs/4896442101,greenhouse,isaraerospace,4896442101
526,rejected,student_intern,Tax internship for 2027 graduate,2027 International Tax Services Intern,pmreia.com,18 Locations,,https://plantemoran.wd1.myworkdayjobs.com/en-US/pmexternalcareers/job/Chicago-Riverside-Plaza/XMLNAME-2027-International-Tax-Services-Intern_JR-00432,workday,plantemoran|wd1|pmexternalcareers,/job/Chicago-Riverside-Plaza/XMLNAME-2027-International-Tax-Services-Intern_JR-00432
527,rejected,mid_3_5,Workforce eligibility specialist; off-industry,"Eligibility Specialist - Plano, TX",mainstcapital.com,"Plano, TX",Workforce Services,https://job-boards.greenhouse.io/careerteam/jobs/4651585005,greenhouse,careerteam,4651585005
528,rejected,unknown,Event ticketing; off-industry,Box Office/Ticket Seller- Punch Line Houston,universe.com,"Houston, TX, USA",,https://livenation.wd503.myworkdayjobs.com/en-US/LNExternalSite/job/Houston-TX-USA/Box-Office-Ticket-Seller--Punch-Line-Houston_JR-71179-3,workday,livenation|wd503|LNExternalSite,/job/Houston-TX-USA/Box-Office-Ticket-Seller--Punch-Line-Houston_JR-71179-3
529,rejected,mid_3_5,Dental alliance member services; off-market,Member Engagement Specialist - ELITE Dental Alliance,cainwatters.com,"Frisco, United States",ELITE Dental Alliance,https://cainwattersassociates.recruitee.com/o/member-engagement-specialist-elite-dental-alliance-1,recruitee,cainwattersassociates,2390849
530,rejected,student_intern,Growth investment internship; not quant markets,"Growth Investment Intern (m/w/d) | January 1 - March 31, 2027",armira.de,Munich,Investment,https://armira-beteiligungen-gmbh-co-kg.jobs.personio.de/job/2573591,personio,armira-beteiligungen-gmbh-co-kg,2573591
531,rejected,junior_0_2,Telecom B2B sales; off-market,Sales Development Representative,cm.com,"Volkach, Germany",Global Hubs,https://jobs.cm.com/o/sdr-live-engage,recruitee,cmcom,2443412
532,rejected,unknown,Carrier manufacturing; off-market,Fertigungsmitarbeiter (m/w/d),carrier.com,"Viessmann Kraft-Wärme-Kopplung GmbH, Emmy-Noether-Str. 3, 86899 Landsberg am Lech, Germany",,https://carrier.wd5.myworkdayjobs.com/en-US/jobs/job/Viessmann-Kraft-Wrme-Kopplung-GmbH-Emmy-Noether-Str-3-86899-Landsberg-am-Lech-Germany/Fertigungsmitarbeiter--m-w-d-_30208977,workday,carrier|wd5|jobs,/job/Viessmann-Kraft-Wrme-Kopplung-GmbH-Emmy-Noether-Str-3-86899-Landsberg-am-Lech-Germany/Fertigungsmitarbeiter--m-w-d-_30208977
533,rejected,junior_0_2,Pharma lab technician; off-market,Biologielaborant (m/w/d) pharmazeutische Qualitätskontrolle,simtra.com,"Halle, North Rhine-Westphalia, Germany",Quality & Regulatory,https://job-boards.greenhouse.io/simtrabps/jobs/5105983007,greenhouse,simtrabps,5105983007
534,rejected,mid_3_5,Electronics manufacturing; off-market,Production Specialistw,flex.com,"USA, TX, Austin",,https://flextronics.wd1.myworkdayjobs.com/en-US/Careers/job/USA-TX-Austin/Production-Specialistw_WD225879,workday,flextronics|wd1|Careers,/job/USA-TX-Austin/Production-Specialistw_WD225879
535,rejected,senior_6_10,Healthcare security engineering; off-market,Senior Application Security Engineer II,rre.com,Remote,Technology,https://job-boards.greenhouse.io/springhealth66/jobs/4715700005,greenhouse,springhealth66,4715700005
536,rejected,senior_6_10,Asset manager compensation; off-research,Sr Compensation Analyst,wellington.com,"Boston, MA, United States",,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/Boston-MA-United-States/Sr-Compensation-Analyst_R94205-1,workday,wellington|wd5|External,/job/Boston-MA-United-States/Sr-Compensation-Analyst_R94205-1
537,rejected,junior_0_2,Package delivery logistics; off-industry,Warehouse Associate / Driver Hybrid - 1184,tandeminvest.com,"Tempe, AZ - PHX1",Operations,https://jobs.lever.co/fetchpackage/603693f8-d241-4d7b-b9cb-62dc20f775df,lever,fetchpackage,603693f8-d241-4d7b-b9cb-62dc20f775df
538,rejected,unknown,Clothing retail; off-industry,Retail Associate,columbia.com,"Lincoln City, Oregon, United States of America",,https://columbiasportswearcompany.wd5.myworkdayjobs.com/en-US/CSC_Careers/job/Lincoln-City-Oregon-United-States-of-America/Retail-Associate_R-025995-3,workday,columbiasportswearcompany|wd5|CSC_Careers,/job/Lincoln-City-Oregon-United-States-of-America/Retail-Associate_R-025995-3
539,rejected,lead,Fintech legal counsel; off-research,Regulatory Counsel,taptapsend.com,Singapore,Legal,https://jobs.ashbyhq.com/TaptapSend/0c65b8ca-14ce-44a4-bbe1-2f3ced781037,ashby,TaptapSend,0c65b8ca-14ce-44a4-bbe1-2f3ced781037
540,rejected,junior_0_2,Software UI design; off-market,WalkMe Design Associate,greystar.com,"Remote, United States",,https://greystar.wd1.myworkdayjobs.com/en-US/External/job/Remote-United-States/WalkMe-Design-Associate_R0196681,workday,greystar|wd1|External,/job/Remote-United-States/WalkMe-Design-Associate_R0196681
541,rejected,junior_0_2,Fintech security/risk ops; off-research,"Security Analyst, Third-Party Ecosystem Risk Management",plaid.com,New York City Office,All Departments,https://jobs.ashbyhq.com/plaid/94752cfc-4a62-48c9-bcc0-e5f7f1905be6,ashby,plaid,94752cfc-4a62-48c9-bcc0-e5f7f1905be6
