n,relevance,seniority,note,title,firm,location,department,url,ats,token,job_id
247,adjacent,unknown,portfolio operations; asset-based,"Associate, Asset-Based Finance Portfolio Management",brookfield.com,"New York, New York",,https://brookfield.wd5.myworkdayjobs.com/en-US/brookfield/job/New-York-New-York/Associate--Asset-Based-Finance-Portfolio-Management_R2050013,workday,brookfield|wd5|brookfield,/job/New-York-New-York/Associate--Asset-Based-Finance-Portfolio-Management_R2050013
248,adjacent,junior_0_2,trade support operations; 2+ years,Trade Support Engineer,valkyrietrading.com,"Chicago, IL",Trade Support,https://jobs.lever.co/valkyrietrading/d5d3c739-fc8f-43d7-9076-5263d21f7a91,lever,valkyrietrading,d5d3c739-fc8f-43d7-9076-5263d21f7a91
249,adjacent,unknown,middle/back office SIG,Business Operations Analyst (middle & Back Office),sig.com,,,https://careers-sig.icims.com/jobs/10482/business-operations-analyst-%28middle-%26-back-office%29/job,icims,sig,10482
250,relevant,new_grad,quant research internship campus,Quantitative Researcher - Intern,gsa-coral.com,"London, New York",Campus,https://www.gsacapital.com/careers/gh/?gh_jid=8570661002,greenhouse,gsacapital,8570661002
251,adjacent,unknown,transaction banking operations,"Analyst, Global Transaction Banking, Corporate Banking (12mth FTC Mat Cover)",cibc.com,"London, GBR",,https://cibc.wd3.myworkdayjobs.com/en-US/search/job/London-GBR/Analyst--Global-Transaction-Banking--Corporate-Banking--12mth-FTC-Mat-Cover-_2617278,workday,cibc|wd3|search,/job/London-GBR/Analyst--Global-Transaction-Banking--Corporate-Banking--12mth-FTC-Mat-Cover-_2617278
254,relevant,junior_0_2,algorithmic trading; 1+ years,Algorithmic Trader,simplextrading.com,Chicago,Trading,https://job-boards.greenhouse.io/simplextrading/jobs/4181846008,greenhouse,simplextrading,4181846008
255,relevant,head_or_md,Industrial PhD; requires doctorate,Industrial PhD at SuperFly Quants,danica.dk,"Copenhagen V, Denmark",,https://ejqi.fa.ocs.oraclecloud.eu/hcmUI/CandidateExperience/en/sites/CX_1001/job/24187,oracle_hcm,ejqi.fa.ocs.oraclecloud.eu|CX_1001,24187
256,rejected,new_grad,crypto market risk; out of scope,"Intern, Risk (Jan - Jun 2027)",qcpgroup.com,,Market Risk,https://apply.workable.com/j/6B1690698E,workable,qcp-group,6B1690698E
258,less_relevant,junior_0_2,backend platform development fund,Backend Developer till Lannebo Kapitalförvaltning,jobstream,"Stockholm, Stockholms län",Mjukvaruutvecklare,https://arbetsformedlingen.se/platsbanken/annonser/31325108,jobtech,jobstream,31325108
259,rejected,unknown,home appliances IoT; not markets,Staff Data Engineer,buildingventures.com,"Berkeley, California, United States",Engineering,https://copperhome.com/pages/jobs?gh_jid=5177592007,greenhouse,copperhome,5177592007
260,rejected,unknown,crypto infrastructure; out of scope,"Associate, Production Support Engineer",galaxy.com,Hong Kong,Engineering,https://job-boards.greenhouse.io/galaxydigitalservices/jobs/5700604004,greenhouse,galaxydigitalservices,5700604004
261,relevant,senior_6_10,quant systems development; 5+ years,Quantitative Developer ,schonfeld.com,"Hong Kong, Hong Kong",Internal Portfolio Managers & Analysts,https://job-boards.greenhouse.io/schonfeld/jobs/6772399,greenhouse,schonfeld,6772399
263,relevant,senior_6_10,credit risk impairment IFRS9,"OM Bank - Senior Credit Quantitative Analyst: Impairment, Credit & Regulatory Reporting",oldmutual.com,2 Locations,,https://oldmutual.wd3.myworkdayjobs.com/en-US/Old_Mutual_Careers/job/Pinelands/OM-Bank---Senior-Credit-Quantitative-Analyst--Impairment--Credit---Regulatory-Reporting_JR-82149,workday,oldmutual|wd3|Old_Mutual_Careers,/job/Pinelands/OM-Bank---Senior-Credit-Quantitative-Analyst--Impairment--Credit---Regulatory-Reporting_JR-82149
264,adjacent,new_grad,ETF portfolio analyst; entry track,"Analyst, Portfolio Management",profunds.com,"Bethesda, MD",Portfolio Management ,https://boards.greenhouse.io/proshares/jobs/6132176004?gh_jid=6132176004,greenhouse,proshares,6132176004
265,relevant,new_grad,equity volatility research internship,Equity Volatility Quant Researcher Intern (Summer 2027),walleyecapital.com,"Miami, FL",Single Stock - Volatility,https://job-boards.greenhouse.io/walleyecapital-external-students/jobs/4676334006,greenhouse,walleyecapital-external-students,4676334006
266,less_relevant,new_grad,portfolio analytics; multi-asset,"Analyst, Multi-Asset Portfolio Solutions (MAPS)",ares.com,"New York, NY",,https://aresmgmt.wd1.myworkdayjobs.com/en-US/External/job/New-York-NY/Analyst--Multi-Asset-Portfolio-Solutions--MAPS-_R8239,workday,aresmgmt|wd1|External,/job/New-York-NY/Analyst--Multi-Asset-Portfolio-Solutions--MAPS-_R8239
267,less_relevant,new_grad,backend development hedge fund,Software Engineer Intern ,gardacp.com,"New York, New York, United States",Research & Technology (Internship),https://job-boards.greenhouse.io/gardacp/jobs/6146213004,greenhouse,gardacp,6146213004
268,adjacent,new_grad,energy commodity trading analytics,"Intern, Trading Analytics 2027",conocophillips.com,"Houston, TX",,https://conocophillips.wd1.myworkdayjobs.com/en-US/External/job/Houston-TX/Intern--Trading-Analytics-2027_REQ-006429,workday,conocophillips|wd1|External,/job/Houston-TX/Intern--Trading-Analytics-2027_REQ-006429
269,rejected,unknown,GenAI banking platform engineering,Senior Platform Engineer,trustbank.sg,Singapore,Technology,https://job-boards.greenhouse.io/trustbank/jobs/7888996003,greenhouse,trustbank,7888996003
270,rejected,unknown,real estate investing; not markets,Real Estate Asset Management Associate,hayfin.com,,Investment,https://apply.workable.com/j/5A14A880A9,workable,hayfin-capital-management,5A14A880A9
271,adjacent,unknown,middle office operations SIG,"Business Operations Analyst (middle Back Office), Hong Kong",sig.com,,,https://careers-sig.icims.com/jobs/11260/business-operations-analyst-%28middle-back-office%29%2c-hong-kong/job,icims,sig,11260
272,adjacent,unknown,middle office trade support,Trade Support Specialist - Middle Office,drw.com,Chicago,Technology,https://drw.com/work-at-drw/listings/trade-support-specialist-middle-office-3475663,site,drw,3475663
274,rejected,unknown,crypto risk engineering; out of scope,"Senior Engineer, Risk Engineering",bullish.com,2 Locations,,https://bullish.wd3.myworkdayjobs.com/en-US/Bullish/job/Hong-Kong/Senior-Engineer--Risk-Engineering_JR2001260,workday,bullish|wd3|Bullish,/job/Hong-Kong/Senior-Engineer--Risk-Engineering_JR2001260
275,adjacent,senior_6_10,UIT trading; structured products,UIT Trading & Origination Senior Associate,guggenheiminvestments.com,"Chicago, IL",,https://guggenheiminvestment.wd5.myworkdayjobs.com/en-US/External/job/Chicago-IL/UIT-Trading---Origination_JR-2026-101167,workday,guggenheiminvestment|wd5|External,/job/Chicago-IL/UIT-Trading---Origination_JR-2026-101167
276,rejected,unknown,corporate treasury consulting,Senior Associate – Treasury Strategy & Technology,switzerland,"Zürich, ZH",,https://www.job-room.ch/job-search/2fca0e7e-681c-4854-8254-b67c0f18aeed,jobroom,switzerland,2fca0e7e-681c-4854-8254-b67c0f18aeed
277,relevant,senior_6_10,equity quant research modeling,Research Senior Associate,citibank.com.sg,London  United Kingdom,,https://citi.wd5.myworkdayjobs.com/en-US/2/job/London--United-Kingdom/Research-Senior-Associate_26988223,workday,citi|wd5|2,/job/London--United-Kingdom/Research-Senior-Associate_26988223
278,less_relevant,unknown,HPC systems at trading firm,HPC Systems Engineer,jumptrading.com,Chicago,IT Infrastructure + WCW,https://www.jumptrading.com/hr/job?gh_jid=5752845,greenhouse,jumptrading,5752845
280,rejected,unknown,wealth advisory; discretionary PM,Senior Portfolio Advisor II,northerntrust.com,"Atlanta, GA",,https://ntrs.wd1.myworkdayjobs.com/en-US/northerntrust/job/Atlanta-GA/Senior-Portfolio-Advisor-II_R154852-1,workday,ntrs|wd1|northerntrust,/job/Atlanta-GA/Senior-Portfolio-Advisor-II_R154852-1
281,adjacent,unknown,fund treasury operations analyst,Treasury Analyst - Front Office,apexgroup.com,London,,https://theapexgroup.wd3.myworkdayjobs.com/en-US/apexgroupcareers/job/London/Treasury-Analyst---Front-Office_JR-0024034,workday,theapexgroup|wd3|apexgroupcareers,/job/London/Treasury-Analyst---Front-Office_JR-0024034
283,rejected,unknown,datacenter operations; heavy systems engineering,Datacenter Operations,xtxmarkets.com,New York,Datacentre,https://job-boards.greenhouse.io/xtxmarketstechnologies/jobs/7740507003,greenhouse,xtxmarketstechnologies,7740507003
284,rejected,new_grad,student analyst at energy company; not markets,"Student Analyst, Investment Management",betterenergy.com,Frederiksberg C,,https://www.jobindex.dk/vis-job/h1688476,jobindex,denmark,h1688476
285,adjacent,new_grad,trade support internship at prop trading firm,Trade Support Intern,drw.com,Chicago,Campus,https://drw.com/work-at-drw/listings/trade-support-intern-3467551,site,drw,3467551
286,rejected,unknown,fund accounting controller; corporate function,Assistant Controller - Fund Accounting,summittxcapital.com,Fort Worth,Firm - Accounting,https://summittx.bamboohr.com/careers/27,bamboohr,summittx,27
287,rejected,unknown,crypto derivatives sales; DeFi out of scope,Derivative Sales Analyst (Prosumer Sales),blockchaincapital.com,Remote - USA,"Institutional Sales, Trading, and Prime Services",https://www.coinbase.com/careers/positions/8021857?gh_jid=8021857,greenhouse,coinbase,8021857
288,rejected,senior_6_10,insurance underwriting (D&O); not markets,Senior Underwriter (PI & D&O) – Direct & Digital Trading,markel.com,Manchester - UK,,https://markelcorp.wd5.myworkdayjobs.com/en-US/GlobalCareers/job/Manchester---UK/Senior-Underwriter--PI---D-O----Direct---Digital-Trading_R0023377-1,workday,markelcorp|wd5|GlobalCareers,/job/Manchester---UK/Senior-Underwriter--PI---D-O----Direct---Digital-Trading_R0023377-1
289,rejected,junior_0_2,retail brokerage client services; not quant,Brokerage Services Registered Analyst - Series 7/63 - Remote,capital.northwesternmutual.com,"Franklin, WI Corporate; Remote-North Carolina; Remote-New Jersey; Remote-Virginia; Remote-Texas; Remote-Georgia; Remote-Florida",,https://northwesternmutual.wd5.myworkdayjobs.com/en-US/CORPORATE-CAREERS/job/Franklin-WI-Corporate/Brokerage-Services-Registered-Analyst---Series-7-63---Remote_JR-45747,workday,northwesternmutual|wd5|CORPORATE-CAREERS,/job/Franklin-WI-Corporate/Brokerage-Services-Registered-Analyst---Series-7-63---Remote_JR-45747
291,adjacent,unknown,discretionary futures trader; not systematic,Discretionary Trader,geneva-trading.com,Chicago Office,DTG - Chicago Trading,https://job-boards.greenhouse.io/genevatrading/jobs/4373631007,greenhouse,genevatrading,4373631007
293,rejected,unknown,cloud infrastructure cost management; not quant,Analyst - Cloud FinOps,tink.com,"US - Austin, TX",,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/US---Austin-TX/Analyst---Cloud-FinOps_REF078979W,workday,visa|wd5|Visa,/job/US---Austin-TX/Analyst---Cloud-FinOps_REF078979W
294,rejected,senior_6_10,investor relations at real estate firm,"Senior Associate, Investor Relations - Atlanta, GA",cortland.com,"Atlanta, GA",Client Relations and Capital Markets,https://job-boards.greenhouse.io/cortland/jobs/4273000009,greenhouse,cortland,4273000009
295,adjacent,unknown,fundamental equity research; not quantitative,Research Analyst - China Coverage,williamblair.com,"Shanghai, China",675 IM Investments - Global Growth,https://www.williamblair.com/Careers/job-description?gh_jid=5077802007,greenhouse,williamblair,5077802007
296,less_relevant,unknown,private credit portfolio analytics; not trading,Private Markets Portfolio Management & Analysis Professional,aksia.com,Chicago; New York,Private Credit,https://job-boards.greenhouse.io/aksia/jobs/8355283002,greenhouse,aksia,8355283002
297,less_relevant,senior_6_10,fixed income pricing/analytics at asset mgr,"Senior Analyst, Pricing & Analytics",conning.com,"Hartford, CT",,https://conning.wd503.myworkdayjobs.com/en-US/conningcareers/job/Hartford-CT/Senior-Analyst--Pricing---Analytics_JR1114,workday,conning|wd503|conningcareers,/job/Hartford-CT/Senior-Analyst--Pricing---Analytics_JR1114
298,adjacent,junior_0_2,portfolio operations at institutional consultant,"Associate, Portfolio Implementation Management",cambridgeassociates.com,Boston,,https://cambridgeassociates.wd5.myworkdayjobs.com/en-US/Cambridge_Associates/job/Boston/Associate--Portfolio-Implementation-Management_JR0000347-1,workday,cambridgeassociates|wd5|Cambridge_Associates,/job/Boston/Associate--Portfolio-Implementation-Management_JR0000347-1
299,relevant,unknown,systematic options market-making trader,Systematic Options Trader,wolve.com,"Chicago, IL",,https://careers.wolve.com/en/postings/649d44ec-fd43-42ef-8efb-1826f498cde2,pinpoint,wolve,450735
300,rejected,new_grad,infrastructure PE/VC; not markets,Associate (2027 Start),digitalbridge.com,"Boca Raton, Florida; New York, New York",Investment Management,https://job-boards.greenhouse.io/digitalbridge/jobs/5052490007,greenhouse,digitalbridge,5052490007
301,rejected,senior_6_10,ML engineering at payments company (Visa),Machine Learning Engineer- Senior Consultant Level,tink.com,"US - Austin, TX",,https://visa.wd5.myworkdayjobs.com/en-US/Visa/job/US---Austin-TX/Machine-Learning-Engineer--Senior-Consultant-Level_REF083276W,workday,visa|wd5|Visa,/job/US---Austin-TX/Machine-Learning-Engineer--Senior-Consultant-Level_REF083276W
302,rejected,senior_6_10,C++ systems engineering; user not specialist,Senior Software Engineer,mako.com,London,Software Engineering,https://www.mako.com/opportunities/job-listing/8147024002?gh_jid=8147024002,greenhouse,mako,8147024002
303,rejected,unknown,wealth management/financial advisor,Treasury Advisor,rho.co,NYC,GTM,https://jobs.ashbyhq.com/rho/47f89f31-e9c8-4858-b9d1-5099a1742410,ashby,rho,47f89f31-e9c8-4858-b9d1-5099a1742410
304,rejected,junior_0_2,real estate net lease investing,Analyst/Associate - Net Lease Real Assets,blueowl.com,Chicago - 150 - 37,,https://blueowl.wd1.myworkdayjobs.com/en-US/blueowl/job/Chicago---150---37/Analyst-Associate---Net-Lease-Real-Assets_R-102237,workday,blueowl|wd1|blueowl,/job/Chicago---150---37/Analyst-Associate---Net-Lease-Real-Assets_R-102237
305,adjacent,unknown,trading support specialist; no description,Trading Support Specialist,valic.com,TX-Houston,,https://corebridgefinancial.wd1.myworkdayjobs.com/en-US/CorebridgeFinancial/job/TX-Houston/Trading-Support-Specialist_JR2600715-1,workday,corebridgefinancial|wd1|CorebridgeFinancial,/job/TX-Houston/Trading-Support-Specialist_JR2600715-1
306,rejected,junior_0_2,investment banking; not quant,"Investment Banking Associate, Capital Markets - New York",moelis.com,New York,,https://moelis.wd1.myworkdayjobs.com/en-US/Experienced-Hires/job/New-York/Investment-Banking-Associate--Capital-Markets---New-York_REQ102203,workday,moelis|wd1|Experienced-Hires,/job/New-York/Investment-Banking-Associate--Capital-Markets---New-York_REQ102203
307,rejected,unknown,corporate treasury client services,Treasury Client Service Support Specialist Ii,1919ic.com,,,https://careers-stifel.icims.com/jobs/9458/treasury-client-service-support-specialist-ii/job,icims,stifel,9458
310,rejected,senior_6_10,private wealth management/advisory,Senior Investment Strategist - Private Wealth,umb.com,"TX - Dallas - 5950 Berkshire Lane, #1600; St. Louis MO",,https://umb.wd1.myworkdayjobs.com/en-US/UMBExternal/job/TX---Dallas---5950-Berkshire-Lane-1600/Senior-Investment-Strategist---Private-Wealth_R-9028,workday,umb|wd1|UMBExternal,/job/TX---Dallas---5950-Berkshire-Lane-1600/Senior-Investment-Strategist---Private-Wealth_R-9028
311,relevant,junior_0_2,execution research fellowship at hedge fund,Execution Research Fellow,vikingglobal.com,"New York, NY",Investment Operations,https://job-boards.greenhouse.io/vikingglobalinvestors/jobs/6005845004,greenhouse,vikingglobalinvestors,6005845004
312,adjacent,junior_0_2,portfolio implementation at advisory firm,Portfolio Analyst,bmt.com,"Berwyn, PA",,https://wsfsbank.wd1.myworkdayjobs.com/en-US/bmtcareers/job/Berwyn-PA/Portfolio-Analyst_R-103940-4,workday,wsfsbank|wd1|bmtcareers,/job/Berwyn-PA/Portfolio-Analyst_R-103940-4
314,rejected,unknown,corporate treasury operations (fintech),Treasury Support,fundingsocieties.com,,Finance,https://apply.workable.com/j/EA62D8D9CD,workable,fundingsocieties,EA62D8D9CD
315,adjacent,senior_6_10,derivatives operations at hedge fund,Senior Derivatives Operations Specialist ,bracebridgecapital.com,"Boston, MA",Investment Operations,https://job-boards.greenhouse.io/bracebridgecapital/jobs/4719943005,greenhouse,bracebridgecapital,4719943005
316,rejected,lead,fund accounting controller at real estate,"Controller, Credit Accounting",cimgroup.com,"Los Angeles, CA",Fund Accounting,https://jobs.lever.co/cimgroup/1dbcdc1d-b6e2-467f-9a7d-90a838d3178e,lever,cimgroup,1dbcdc1d-b6e2-467f-9a7d-90a838d3178e
317,relevant,new_grad,quant research/trading summer internship,2027 Trading and Research Summer Internship,capulaglobal.com,,Trading,https://apply.workable.com/j/A15A62A8BE,workable,capula-investment-management-ltd,A15A62A8BE
318,less_relevant,junior_0_2,credit model development at consumer bank,"Associate, Model Development (Hybrid Position)",santander.com,Dallas,,https://santander.wd3.myworkdayjobs.com/en-US/SantanderCareers/job/Dallas/Associate--Model-Development_Req1586742,workday,santander|wd3|SantanderCareers,/job/Dallas/Associate--Model-Development_Req1586742
320,adjacent,unknown,equity trader at fundamental asset manager,Global Equity Trader,brownadvisory.com,"Baltimore, MD",,https://brownadvisory.wd1.myworkdayjobs.com/en-US/Brown/job/Baltimore-MD/Global-Equity-Trader_JR1515,workday,brownadvisory|wd1|Brown,/job/Baltimore-MD/Global-Equity-Trader_JR1515
321,less_relevant,unknown,fixed income risk analytics at asset manager,"Investment Risk Analyst, Fixed Income",wellington.com,"London, United Kingdom; Boston, MA, United States",,https://wellington.wd5.myworkdayjobs.com/en-US/External/job/London-United-Kingdom/Investment-Risk-Analyst--Fixed-Income_R93445-1,workday,wellington|wd5|External,/job/London-United-Kingdom/Investment-Risk-Analyst--Fixed-Income_R93445-1
322,rejected,head_or_md,corporate treasury head at bank,"Head, Corporate Treasury",bankofsingapore.com,BOS Singapore,,https://ocbc.wd102.myworkdayjobs.com/en-US/External/job/BOS-Singapore/Head--Corporate-Treasury_JR00010319,workday,ocbc|wd102|External,/job/BOS-Singapore/Head--Corporate-Treasury_JR00010319
323,rejected,mid_3_5,data science for customer experience; insurance,Data Scientist II - CX Analytics,unum.com,"Portland, Maine, USA; Chattanooga, Tennessee, USA; Atlanta, Georgia, USA; Columbia, South Carolina, USA",,https://unum.wd1.myworkdayjobs.com/en-US/External/job/Portland-Maine-USA/Data-Scientist-II---CX-Analytics_835834-1,workday,unum|wd1|External,/job/Portland-Maine-USA/Data-Scientist-II---CX-Analytics_835834-1
324,adjacent,unknown,collateral operations analyst at asset manager,Collateral Analyst,gmo.com,"Boston, MA",Trade Operations,https://jobs.lever.co/gmo/9366b5d7-8930-43f7-bae6-98115e3a87a2,lever,gmo,9366b5d7-8930-43f7-bae6-98115e3a87a2
325,rejected,senior_6_10,hardware test software engineering,"Senior Software Engineer, Hardware Test",radical.vc,"San Jose, CA",Engineering - Hardware,https://job-boards.greenhouse.io/muonspace/jobs/5200908007,greenhouse,muonspace,5200908007
326,rejected,lead,observability engineering at data platform,"Staff Software Engineer, Observability ",dcvc.com,"Mountain View, California",Engineering,https://databricks.com/company/careers/open-positions/job?gh_jid=8328675002,greenhouse,databricks,8328675002
327,rejected,senior_6_10,energy trading (renewable); not financial markets,Senior Data Scientist,sweden,Stockholm,,https://jobbsafari.se/jobb/senior-data-scientist-sasrb-20113085,jobbsafari,sweden,20113085
328,less_relevant,junior_0_2,securitization structuring & advisory,"Associate, RMBS Structuring & Advisory",rram.com,"El Segundo Office 2121 Rosecreans Ave Suite 5300 El Segundo, CA 90245",Structuring,https://job-boards.greenhouse.io/reddingridge/jobs/5227161008,greenhouse,reddingridge,5227161008
329,rejected,unknown,IT infrastructure; private equity firm but not markets,Senior Network Engineer,provequity.com,US RI Providence; US MA Boston (500 Boylston Street),,https://provequity.wd5.myworkdayjobs.com/en-US/PEP_External_Career_Site/job/US-RI-Providence/Senior-Network-Engineer_R554,workday,provequity|wd5|PEP_External_Career_Site,/job/US-RI-Providence/Senior-Network-Engineer_R554
330,adjacent,junior_0_2,accounting/financial control at asset manager,"Associate, Financial Control, Treasury & Regulatory Reporting",cohenandsteers.com,"New York, NY",Finance ,https://www.cohenandsteers.com/current-job-openings/?gh_jid=7720631003,greenhouse,cohensteers,7720631003
331,adjacent,unknown,FX dealer; trading but execution/sales not quant research,FX Dealer,monexglobal.com,Amsterdam,,https://monex.wd3.myworkdayjobs.com/en-US/Careers/job/Amsterdam/FX-Dealer--Native-French-Speaker-_JR100667,workday,monex|wd3|Careers,/job/Amsterdam/FX-Dealer--Native-French-Speaker-_JR100667
332,rejected,unknown,corporate treasury at insurance; not markets,Treasury Analyst - Treasury Technology - Hybrid,cigna.com,"Bloomfield, CT",,https://cigna.wd5.myworkdayjobs.com/en-US/cignacareers/job/Bloomfield-CT/Treasury-Analysis-Lead-Analyst---Treasury-Technology---Hybrid_26008175,workday,cigna|wd5|cignacareers,/job/Bloomfield-CT/Treasury-Analysis-Lead-Analyst---Treasury-Technology---Hybrid_26008175
334,adjacent,senior_6_10,treasury/capital management at market intelligence firm,Sr. Treasury Analyst Role,tribecavp.com,Remote - United States,Finance,https://job-boards.greenhouse.io/alphasense/jobs/8635506002,greenhouse,alphasense,8635506002
335,rejected,unknown,back office support; crypto firm out of scope,Technical Support Specialist - Back Office,convex.com,2 Locations,,https://servicetitan.wd1.myworkdayjobs.com/en-US/ServiceTitan/job/Canada-British-Columbia-Remote/Technical-Support-Specialist---Back-Office_JR115519-1,workday,servicetitan|wd1|ServiceTitan,/job/Canada-British-Columbia-Remote/Technical-Support-Specialist---Back-Office_JR115519-1
336,rejected,unknown,UX research; not financial markets,UX Researcher | Onsite,photon.com,United States,,https://fa-ertb-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/23779,oracle_hcm,fa-ertb-saasfaprod1.fa.ocs.oraclecloud.com|CX_2,23779
337,rejected,unknown,insurance treasury operations; not markets,Treasury & Disbursement Specialist (1 Year Contract),prudential.com.sg,Singapore,,https://prudential.wd3.myworkdayjobs.com/en-US/prudential/job/Singapore/Treasury---Disbursement-Specialist--1-Year-Contract-_26060611,workday,prudential|wd3|prudential,/job/Singapore/Treasury---Disbursement-Specialist--1-Year-Contract-_26060611
339,rejected,new_grad,equity research internship; student-only; user graduated,"Equity Research Internship spring/summer 2027, Stockholm",abgsc.com,"Stockholm, Sweden",Research,https://abgsc.teamtailor.com/jobs/8247755-equity-research-internship-spring-summer-2027-stockholm,teamtailor,abgsc,f12c4e69-0c83-4814-8d3c-6fae15e1028f
340,less_relevant,junior_0_2,research support at asset manager; support not core,Research Support Associate (Japan Equities) 1-year Contract,troweprice.com,"Tokyo, Japan; Hong Kong",,https://troweprice.wd5.myworkdayjobs.com/en-US/TRowePriceInternational/job/Tokyo-Japan/Research-Support-Associate--Japan-Equities--1-year-Contract_81367,workday,troweprice|wd5|TRowePriceInternational,/job/Tokyo-Japan/Research-Support-Associate--Japan-Equities--1-year-Contract_81367
341,relevant,unknown,quant analysis of M&A at hedge fund; statistical modeling,Investment Analyst,weissasset.com,"Boston, Massachusetts, United States",Investment,https://job-boards.greenhouse.io/weissassetmanagement/jobs/8686086002,greenhouse,weissassetmanagement,8686086002
342,rejected,unknown,corporate treasury at electronics; not markets,Treasury Analyst,samsung.com,"6625 Excellence Way, Plano, TX, USA",,https://sec.wd3.myworkdayjobs.com/en-US/Samsung_Careers/job/6625-Excellence-Way-Plano-TX-USA/Treasury-Analyst_R118335,workday,sec|wd3|Samsung_Careers,/job/6625-Excellence-Way-Plano-TX-USA/Treasury-Analyst_R118335
343,rejected,senior_6_10,data scientist at media company; not markets,Senior Data Scientist,step.com,"San Mateo, CA",Engineering,https://job-boards.greenhouse.io/mrbeastyoutube/jobs/6093110004,greenhouse,mrbeastyoutube,6093110004
344,rejected,senior_6_10,fund accounting at real estate; not markets quant,"Sr. Analyst, Financial Reporting",cimgroup.com,"Phoenix, AZ",Fund Accounting,https://jobs.lever.co/cimgroup/0dce7a78-a44a-4895-a522-6b02f9e8dfb9,lever,cimgroup,0dce7a78-a44a-4895-a522-6b02f9e8dfb9
345,less_relevant,senior_6_10,data science at market infrastructure; platform engineering,Senior Data Scientist,lseg.com,CHN-Beijing-Oriental Plaza,,https://lseg.wd3.myworkdayjobs.com/en-US/Careers/job/CHN-Beijing-Oriental-Plaza/Senior-Data-Scientist_R0120150-1,workday,lseg|wd3|Careers,/job/CHN-Beijing-Oriental-Plaza/Senior-Data-Scientist_R0120150-1
347,less_relevant,junior_0_2,infrastructure engineer at trading firm; heavy systems,Technology Operations Engineer,eagleseven.com,,Technology,https://apply.workable.com/j/6C47ECD3D5,workable,eagle-seven,6C47ECD3D5
348,rejected,senior_6_10,data scientist at healthcare; not markets,Senior Data Scientist,khim.com,"Irving, TX 75062 Vizient Corporate HQ; Chicago, IL 60607; Centennial, CO 80111",,https://vizient.wd1.myworkdayjobs.com/en-US/Vizient_Careers/job/Irving-TX-75062-Vizient-Corporate-HQ/Senior-Data-Scientist_34793R,workday,vizient|wd1|Vizient_Careers,/job/Irving-TX-75062-Vizient-Corporate-HQ/Senior-Data-Scientist_34793R
349,rejected,unknown,compliance at crypto firm; crypto out of scope,Compliance Officer / MLRO Switzerland & Liechtenstein,keyrock.com,Zurich,Legal & Governance,https://jobs.ashbyhq.com/keyrock/8866e34a-248b-4ee3-9c5d-2df175463920,ashby,keyrock,8866e34a-248b-4ee3-9c5d-2df175463920
350,adjacent,junior_0_2,equity research in biotech; not markets/quant sector,Equity Research Associate – Biotechnology,psc.com,"Boston, MA",,https://pipersandler.wd501.myworkdayjobs.com/en-US/Piper_Sandler_Careers/job/Boston-MA/Equity-Research-Associate---Biotechnology_R-100542,workday,pipersandler|wd501|Piper_Sandler_Careers,/job/Boston-MA/Equity-Research-Associate---Biotechnology_R-100542
351,relevant,unknown,CLO structuring; structured credit modeling at investment firm,CLO Structurer,sculptor.com,"New York, NY; New York 65E",,https://sculptor.wd12.myworkdayjobs.com/en-US/Sculptor_External_Career_Site/job/New-York-NY/CLO-Structurer_JR1056,workday,sculptor|wd12|Sculptor_External_Career_Site,/job/New-York-NY/CLO-Structurer_JR1056
352,rejected,senior_6_10,real estate asset management; not markets quant,"Senior Analyst, Asset Management",bridge33capital.com,,Asset Management,https://apply.workable.com/j/04D48A9AB0,workable,bridge33capital,04D48A9AB0
353,adjacent,unknown,equity research analyst; fundamental research not quant,EQUITY RESEARCH ANALYST - BANKS AND ASSET MANAGEMENT SECTOR - STOCKHOLM,keplercheuvreux.com,"Sweden - Stockholm, Stockholm, Sweden",Research,https://keplercheuvreux.teamtailor.com/jobs/8260352-equity-research-analyst-banks-and-asset-management-sector-stockholm,teamtailor,keplercheuvreux,9f57d014-71a0-433d-b395-f3c808a04141
354,relevant,unknown,quantitative developer at HFT firm; core quant development,Quantitative Developer,pinely.com,,Research,https://apply.workable.com/j/7629B7944E,workable,pinely,7629B7944E
355,rejected,unknown,analytics engineer at real estate; not markets,Analytics Engineer,greystar.com,"City Office Chicago, Chicago, IL; City Office Atlanta, Atlanta, GA; City Office Tampa, Tampa, FL; City Office Houston, Houston, TX; City Office DC, Arlington, VA; City Office Raleigh, Raleigh, NC; City Office Charlotte, Charlotte, NC; City Office Charleston, Charleston, SC; City Office Dallas (Southlake), Southlake, TX",,https://greystar.wd1.myworkdayjobs.com/en-US/External/job/City-Office-Chicago-Chicago-IL/Analytics-Engineer_R0197674,workday,greystar|wd1|External,/job/City-Office-Chicago-Chicago-IL/Analytics-Engineer_R0197674
356,rejected,new_grad,quantitative analyst intern; student-only; user graduated,Quantitative Analyst Intern,rho.co,NYC,GTM,https://jobs.ashbyhq.com/rho/eb5c9709-ab43-4e9e-9c41-ccb122955fcf,ashby,rho,eb5c9709-ab43-4e9e-9c41-ccb122955fcf
